ID,REF_DATE,GEO,NHPI,VALUE,,,
15528,1991-10-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,Land only,0,,,
15529,1991-10-01,Ontario,Total (house and land),56,,,
15530,1991-10-01,Ontario,House only,46.7,,,
15531,1991-10-01,Ontario,Land only,81.1,,,
15532,1991-10-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,Total (house and land),55.3,,,
15533,1991-10-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,House only,51,,,
15534,1991-10-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,Land only,78.8,,,
15535,1991-10-01,Oshawa: Ontario,Total (house and land),0,,,
15536,1991-10-01,Oshawa: Ontario,House only,0,,,
15537,1991-10-01,Oshawa: Ontario,Land only,0,,,
15538,1991-10-01,Toronto: Ontario,Total (house and land),53.9,,,
15539,1991-10-01,Toronto: Ontario,House only,42.4,,,
15540,1991-10-01,Toronto: Ontario,Land only,82.1,,,
15541,1991-10-01,Hamilton: Ontario,Total (house and land),58.1,,,
15542,1991-10-01,Hamilton: Ontario,House only,50.1,,,
15543,1991-10-01,Hamilton: Ontario,Land only,77.2,,,
15544,1991-10-01,St. Catharines-Niagara: Ontario,Total (house and land),58.1,,,
15545,1991-10-01,St. Catharines-Niagara: Ontario,House only,53.5,,,
15546,1991-10-01,St. Catharines-Niagara: Ontario,Land only,70.6,,,
15547,1991-10-01,Kitchener-Cambridge-Waterloo: Ontario,Total (house and land),63.2,,,
15548,1991-10-01,Kitchener-Cambridge-Waterloo: Ontario,House only,55.8,,,
15549,1991-10-01,Kitchener-Cambridge-Waterloo: Ontario,Land only,85.2,,,
15550,1991-10-01,Guelph: Ontario,Total (house and land),0,,,
15551,1991-10-01,Guelph: Ontario,House only,0,,,
15552,1991-10-01,Guelph: Ontario,Land only,0,,,
15553,1991-10-01,London: Ontario,Total (house and land),62.8,,,
15554,1991-10-01,London: Ontario,House only,55.8,,,
15555,1991-10-01,London: Ontario,Land only,94.3,,,
15556,1991-10-01,Windsor: Ontario,Total (house and land),86.8,,,
15557,1991-10-01,Windsor: Ontario,House only,88.6,,,
15558,1991-10-01,Windsor: Ontario,Land only,82.8,,,
15559,1991-10-01,Greater Sudbury: Ontario,Total (house and land),83.1,,,
15560,1991-10-01,Greater Sudbury: Ontario,House only,83.6,,,
15561,1991-10-01,Greater Sudbury: Ontario,Land only,80.1,,,
15562,1991-10-01,Prairie Region,Total (house and land),36.5,,,
15563,1991-10-01,Prairie Region,House only,36.6,,,
15564,1991-10-01,Prairie Region,Land only,36.8,,,
15565,1991-10-01,Manitoba,Total (house and land),38.6,,,
15566,1991-10-01,Manitoba,House only,41,,,
15567,1991-10-01,Manitoba,Land only,32.7,,,
15568,1991-10-01,Winnipeg: Manitoba,Total (house and land),38.6,,,
15569,1991-10-01,Winnipeg: Manitoba,House only,41,,,
15570,1991-10-01,Winnipeg: Manitoba,Land only,32.7,,,
15571,1991-10-01,Saskatchewan,Total (house and land),33.4,,,
15572,1991-10-01,Saskatchewan,House only,33.3,,,
15573,1991-10-01,Saskatchewan,Land only,33.3,,,
15574,1991-10-01,Regina: Saskatchewan,Total (house and land),27.3,,,
15575,1991-10-01,Regina: Saskatchewan,House only,27,,,
15576,1991-10-01,Regina: Saskatchewan,Land only,28.2,,,
15577,1991-10-01,Saskatoon: Saskatchewan,Total (house and land),39.4,,,
15578,1991-10-01,Saskatoon: Saskatchewan,House only,40.4,,,
15579,1991-10-01,Saskatoon: Saskatchewan,Land only,37.4,,,
15580,1991-10-01,Alberta,Total (house and land),36.6,,,
15581,1991-10-01,Alberta,House only,36.5,,,
15582,1991-10-01,Alberta,Land only,37.3,,,
15583,1991-10-01,Calgary: Alberta,Total (house and land),32.1,,,
15584,1991-10-01,Calgary: Alberta,House only,31.7,,,
15585,1991-10-01,Calgary: Alberta,Land only,33.4,,,
15586,1991-10-01,Edmonton: Alberta,Total (house and land),44.8,,,
15587,1991-10-01,Edmonton: Alberta,House only,45.2,,,
15588,1991-10-01,Edmonton: Alberta,Land only,44.7,,,
15589,1991-10-01,British Columbia,Total (house and land),84.5,,,
15590,1991-10-01,British Columbia,House only,95.6,,,
15591,1991-10-01,British Columbia,Land only,72.2,,,
15592,1991-10-01,Kelowna: British Columbia,Total (house and land),0,,,
15593,1991-10-01,Kelowna: British Columbia,House only,0,,,
15594,1991-10-01,Kelowna: British Columbia,Land only,0,,,
15595,1991-10-01,Vancouver: British Columbia,Total (house and land),82.1,,,
15596,1991-10-01,Vancouver: British Columbia,House only,90.2,,,
15597,1991-10-01,Vancouver: British Columbia,Land only,75,,,
15598,1991-10-01,Victoria: British Columbia,Total (house and land),110.9,,,
15599,1991-10-01,Victoria: British Columbia,House only,162.9,,,
15600,1991-10-01,Victoria: British Columbia,Land only,55.9,,,
15601,1991-11-01,Canada,Total (house and land),55.9,,,
15602,1991-11-01,Canada,House only,52.1,,,
15603,1991-11-01,Canada,Land only,63.9,,,
15604,1991-11-01,Atlantic Region,Total (house and land),59.2,,,
15605,1991-11-01,Atlantic Region,House only,60.4,,,
15606,1991-11-01,Atlantic Region,Land only,54.9,,,
15607,1991-11-01,Newfoundland and Labrador,Total (house and land),49.6,,,
15608,1991-11-01,Newfoundland and Labrador,House only,50.8,,,
15609,1991-11-01,Newfoundland and Labrador,Land only,46,,,
15610,1991-11-01,St. John's: Newfoundland and Labrador,Total (house and land),49.6,,,
15611,1991-11-01,St. John's: Newfoundland and Labrador,House only,50.8,,,
15612,1991-11-01,St. John's: Newfoundland and Labrador,Land only,46,,,
15613,1991-11-01,Prince Edward Island,Total (house and land),0,,,
15614,1991-11-01,Prince Edward Island,House only,0,,,
15615,1991-11-01,Prince Edward Island,Land only,0,,,
15616,1991-11-01,Charlottetown: Prince Edward Island,Total (house and land),0,,,
15617,1991-11-01,Charlottetown: Prince Edward Island,House only,0,,,
15618,1991-11-01,Charlottetown: Prince Edward Island,Land only,0,,,
15619,1991-11-01,Nova Scotia,Total (house and land),55.8,,,
15620,1991-11-01,Nova Scotia,House only,54.2,,,
15621,1991-11-01,Nova Scotia,Land only,60.8,,,
15622,1991-11-01,Halifax: Nova Scotia,Total (house and land),55.8,,,
15623,1991-11-01,Halifax: Nova Scotia,House only,54.2,,,
15624,1991-11-01,Halifax: Nova Scotia,Land only,60.8,,,
15625,1991-11-01,New Brunswick,Total (house and land),82.6,,,
15626,1991-11-01,New Brunswick,House only,84.5,,,
15627,1991-11-01,New Brunswick,Land only,77.7,,,
15628,1991-11-01,Saint John: Fredericton: and Moncton: New Brunswick,Total (house and land),82.6,,,
15629,1991-11-01,Saint John: Fredericton: and Moncton: New Brunswick,House only,84.5,,,
15630,1991-11-01,Saint John: Fredericton: and Moncton: New Brunswick,Land only,77.7,,,
15631,1991-11-01,Quebec,Total (house and land),53.9,,,
15632,1991-11-01,Quebec,House only,54.8,,,
15633,1991-11-01,Quebec,Land only,51.8,,,
15634,1991-11-01,Quebec: Quebec,Total (house and land),56.2,,,
15635,1991-11-01,Quebec: Quebec,House only,62.3,,,
15636,1991-11-01,Quebec: Quebec,Land only,43.6,,,
15637,1991-11-01,Sherbrooke: Quebec,Total (house and land),0,,,
15638,1991-11-01,Sherbrooke: Quebec,House only,0,,,
15639,1991-11-01,Sherbrooke: Quebec,Land only,0,,,
15640,1991-11-01,Trois-Rivieres: Quebec,Total (house and land),0,,,
15641,1991-11-01,Trois-Rivieres: Quebec,House only,0,,,
15642,1991-11-01,Trois-Rivieres: Quebec,Land only,0,,,
15643,1991-11-01,Montreal: Quebec,Total (house and land),53.5,,,
15644,1991-11-01,Montreal: Quebec,House only,53.3,,,
15645,1991-11-01,Montreal: Quebec,Land only,54.4,,,
15646,1991-11-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,Total (house and land),0,,,
15647,1991-11-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,House only,0,,,
15648,1991-11-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,Land only,0,,,
15649,1991-11-01,Ontario,Total (house and land),55.6,,,
15650,1991-11-01,Ontario,House only,46.4,,,
15651,1991-11-01,Ontario,Land only,80.4,,,
15652,1991-11-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,Total (house and land),55,,,
15653,1991-11-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,House only,50.7,,,
15654,1991-11-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,Land only,78.7,,,
15655,1991-11-01,Oshawa: Ontario,Total (house and land),0,,,
15656,1991-11-01,Oshawa: Ontario,House only,0,,,
15657,1991-11-01,Oshawa: Ontario,Land only,0,,,
15658,1991-11-01,Toronto: Ontario,Total (house and land),53.1,,,
15659,1991-11-01,Toronto: Ontario,House only,41.9,,,
15660,1991-11-01,Toronto: Ontario,Land only,81,,,
15661,1991-11-01,Hamilton: Ontario,Total (house and land),58.3,,,
15662,1991-11-01,Hamilton: Ontario,House only,50.4,,,
15663,1991-11-01,Hamilton: Ontario,Land only,77.2,,,
15664,1991-11-01,St. Catharines-Niagara: Ontario,Total (house and land),57.9,,,
15665,1991-11-01,St. Catharines-Niagara: Ontario,House only,53.3,,,
15666,1991-11-01,St. Catharines-Niagara: Ontario,Land only,70.6,,,
15667,1991-11-01,Kitchener-Cambridge-Waterloo: Ontario,Total (house and land),63.1,,,
15668,1991-11-01,Kitchener-Cambridge-Waterloo: Ontario,House only,55.8,,,
15669,1991-11-01,Kitchener-Cambridge-Waterloo: Ontario,Land only,84.8,,,
15670,1991-11-01,Guelph: Ontario,Total (house and land),0,,,
15671,1991-11-01,Guelph: Ontario,House only,0,,,
15672,1991-11-01,Guelph: Ontario,Land only,0,,,
15673,1991-11-01,London: Ontario,Total (house and land),62.1,,,
15674,1991-11-01,London: Ontario,House only,55.2,,,
15675,1991-11-01,London: Ontario,Land only,93.6,,,
15676,1991-11-01,Windsor: Ontario,Total (house and land),87.1,,,
15677,1991-11-01,Windsor: Ontario,House only,89,,,
15678,1991-11-01,Windsor: Ontario,Land only,82.7,,,
15679,1991-11-01,Greater Sudbury: Ontario,Total (house and land),83.4,,,
15680,1991-11-01,Greater Sudbury: Ontario,House only,84,,,
15681,1991-11-01,Greater Sudbury: Ontario,Land only,79.9,,,
15682,1991-11-01,Prairie Region,Total (house and land),36.4,,,
15683,1991-11-01,Prairie Region,House only,36.5,,,
15684,1991-11-01,Prairie Region,Land only,36.8,,,
15685,1991-11-01,Manitoba,Total (house and land),38.7,,,
15686,1991-11-01,Manitoba,House only,41.2,,,
15687,1991-11-01,Manitoba,Land only,32.7,,,
15688,1991-11-01,Winnipeg: Manitoba,Total (house and land),38.8,,,
15689,1991-11-01,Winnipeg: Manitoba,House only,41.2,,,
15690,1991-11-01,Winnipeg: Manitoba,Land only,32.7,,,
15691,1991-11-01,Saskatchewan,Total (house and land),33.5,,,
15692,1991-11-01,Saskatchewan,House only,33.5,,,
15693,1991-11-01,Saskatchewan,Land only,33.3,,,
15694,1991-11-01,Regina: Saskatchewan,Total (house and land),27.5,,,
15695,1991-11-01,Regina: Saskatchewan,House only,27.3,,,
15696,1991-11-01,Regina: Saskatchewan,Land only,28.2,,,
15697,1991-11-01,Saskatoon: Saskatchewan,Total (house and land),39.4,,,
15698,1991-11-01,Saskatoon: Saskatchewan,House only,40.4,,,
15699,1991-11-01,Saskatoon: Saskatchewan,Land only,37.4,,,
15700,1991-11-01,Alberta,Total (house and land),36.5,,,
15701,1991-11-01,Alberta,House only,36.4,,,
15702,1991-11-01,Alberta,Land only,37.4,,,
15703,1991-11-01,Calgary: Alberta,Total (house and land),31.9,,,
15704,1991-11-01,Calgary: Alberta,House only,31.5,,,
15705,1991-11-01,Calgary: Alberta,Land only,33.3,,,
15706,1991-11-01,Edmonton: Alberta,Total (house and land),44.9,,,
15707,1991-11-01,Edmonton: Alberta,House only,45.2,,,
15708,1991-11-01,Edmonton: Alberta,Land only,45,,,
15709,1991-11-01,British Columbia,Total (house and land),85,,,
15710,1991-11-01,British Columbia,House only,96,,,
15711,1991-11-01,British Columbia,Land only,72.3,,,
15712,1991-11-01,Kelowna: British Columbia,Total (house and land),0,,,
15713,1991-11-01,Kelowna: British Columbia,House only,0,,,
15714,1991-11-01,Kelowna: British Columbia,Land only,0,,,
15715,1991-11-01,Vancouver: British Columbia,Total (house and land),82.4,,,
15716,1991-11-01,Vancouver: British Columbia,House only,90.6,,,
15717,1991-11-01,Vancouver: British Columbia,Land only,75,,,
15718,1991-11-01,Victoria: British Columbia,Total (house and land),111.7,,,
15719,1991-11-01,Victoria: British Columbia,House only,162.4,,,
15720,1991-11-01,Victoria: British Columbia,Land only,57.3,,,
15721,1991-12-01,Canada,Total (house and land),55.9,,,
15722,1991-12-01,Canada,House only,52.1,,,
15723,1991-12-01,Canada,Land only,64,,,
15724,1991-12-01,Atlantic Region,Total (house and land),59.3,,,
15725,1991-12-01,Atlantic Region,House only,60.5,,,
15726,1991-12-01,Atlantic Region,Land only,54.9,,,
15727,1991-12-01,Newfoundland and Labrador,Total (house and land),49.6,,,
15728,1991-12-01,Newfoundland and Labrador,House only,50.8,,,
15729,1991-12-01,Newfoundland and Labrador,Land only,46,,,
15730,1991-12-01,St. John's: Newfoundland and Labrador,Total (house and land),49.6,,,
15731,1991-12-01,St. John's: Newfoundland and Labrador,House only,50.8,,,
15732,1991-12-01,St. John's: Newfoundland and Labrador,Land only,46,,,
15733,1991-12-01,Prince Edward Island,Total (house and land),0,,,
15734,1991-12-01,Prince Edward Island,House only,0,,,
15735,1991-12-01,Prince Edward Island,Land only,0,,,
15736,1991-12-01,Charlottetown: Prince Edward Island,Total (house and land),0,,,
15737,1991-12-01,Charlottetown: Prince Edward Island,House only,0,,,
15738,1991-12-01,Charlottetown: Prince Edward Island,Land only,0,,,
15739,1991-12-01,Nova Scotia,Total (house and land),55.9,,,
15740,1991-12-01,Nova Scotia,House only,54.4,,,
15741,1991-12-01,Nova Scotia,Land only,60.8,,,
15742,1991-12-01,Halifax: Nova Scotia,Total (house and land),55.9,,,
15743,1991-12-01,Halifax: Nova Scotia,House only,54.4,,,
15744,1991-12-01,Halifax: Nova Scotia,Land only,60.8,,,
15745,1991-12-01,New Brunswick,Total (house and land),82.6,,,
15746,1991-12-01,New Brunswick,House only,84.5,,,
15747,1991-12-01,New Brunswick,Land only,77.7,,,
15748,1991-12-01,Saint John: Fredericton: and Moncton: New Brunswick,Total (house and land),82.6,,,
15749,1991-12-01,Saint John: Fredericton: and Moncton: New Brunswick,House only,84.5,,,
15750,1991-12-01,Saint John: Fredericton: and Moncton: New Brunswick,Land only,77.7,,,
15751,1991-12-01,Quebec,Total (house and land),53.9,,,
15752,1991-12-01,Quebec,House only,54.8,,,
15753,1991-12-01,Quebec,Land only,51.8,,,
15754,1991-12-01,Quebec: Quebec,Total (house and land),56.1,,,
15755,1991-12-01,Quebec: Quebec,House only,62.3,,,
15756,1991-12-01,Quebec: Quebec,Land only,43.5,,,
15757,1991-12-01,Sherbrooke: Quebec,Total (house and land),0,,,
15758,1991-12-01,Sherbrooke: Quebec,House only,0,,,
15759,1991-12-01,Sherbrooke: Quebec,Land only,0,,,
15760,1991-12-01,Trois-Rivieres: Quebec,Total (house and land),0,,,
15761,1991-12-01,Trois-Rivieres: Quebec,House only,0,,,
15762,1991-12-01,Trois-Rivieres: Quebec,Land only,0,,,
15763,1991-12-01,Montreal: Quebec,Total (house and land),53.5,,,
15764,1991-12-01,Montreal: Quebec,House only,53.3,,,
15765,1991-12-01,Montreal: Quebec,Land only,54.4,,,
15766,1991-12-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,Total (house and land),0,,,
15767,1991-12-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,House only,0,,,
15768,1991-12-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,Land only,0,,,
15769,1991-12-01,Ontario,Total (house and land),55.6,,,
15770,1991-12-01,Ontario,House only,46.3,,,
15771,1991-12-01,Ontario,Land only,80.4,,,
15772,1991-12-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,Total (house and land),55.3,,,
15773,1991-12-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,House only,51,,,
15774,1991-12-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,Land only,78.9,,,
15775,1991-12-01,Oshawa: Ontario,Total (house and land),0,,,
15776,1991-12-01,Oshawa: Ontario,House only,0,,,
15777,1991-12-01,Oshawa: Ontario,Land only,0,,,
15778,1991-12-01,Toronto: Ontario,Total (house and land),53.2,,,
15779,1991-12-01,Toronto: Ontario,House only,41.9,,,
15780,1991-12-01,Toronto: Ontario,Land only,81,,,
15781,1991-12-01,Hamilton: Ontario,Total (house and land),58,,,
15782,1991-12-01,Hamilton: Ontario,House only,50.1,,,
15783,1991-12-01,Hamilton: Ontario,Land only,77.2,,,
15784,1991-12-01,St. Catharines-Niagara: Ontario,Total (house and land),57,,,
15785,1991-12-01,St. Catharines-Niagara: Ontario,House only,52,,,
15786,1991-12-01,St. Catharines-Niagara: Ontario,Land only,70.6,,,
15787,1991-12-01,Kitchener-Cambridge-Waterloo: Ontario,Total (house and land),63,,,
15788,1991-12-01,Kitchener-Cambridge-Waterloo: Ontario,House only,55.8,,,
15789,1991-12-01,Kitchener-Cambridge-Waterloo: Ontario,Land only,84.6,,,
15790,1991-12-01,Guelph: Ontario,Total (house and land),0,,,
15791,1991-12-01,Guelph: Ontario,House only,0,,,
15792,1991-12-01,Guelph: Ontario,Land only,0,,,
15793,1991-12-01,London: Ontario,Total (house and land),62.1,,,
15794,1991-12-01,London: Ontario,House only,55.2,,,
15795,1991-12-01,London: Ontario,Land only,93.6,,,
15796,1991-12-01,Windsor: Ontario,Total (house and land),87.1,,,
15797,1991-12-01,Windsor: Ontario,House only,89,,,
15798,1991-12-01,Windsor: Ontario,Land only,82.7,,,
15799,1991-12-01,Greater Sudbury: Ontario,Total (house and land),83.4,,,
15800,1991-12-01,Greater Sudbury: Ontario,House only,84,,,
15801,1991-12-01,Greater Sudbury: Ontario,Land only,79.9,,,
15802,1991-12-01,Prairie Region,Total (house and land),36.5,,,
15803,1991-12-01,Prairie Region,House only,36.4,,,
15804,1991-12-01,Prairie Region,Land only,37.3,,,
15805,1991-12-01,Manitoba,Total (house and land),38.7,,,
15806,1991-12-01,Manitoba,House only,41.2,,,
15807,1991-12-01,Manitoba,Land only,32.7,,,
15808,1991-12-01,Winnipeg: Manitoba,Total (house and land),38.8,,,
15809,1991-12-01,Winnipeg: Manitoba,House only,41.2,,,
15810,1991-12-01,Winnipeg: Manitoba,Land only,32.7,,,
15811,1991-12-01,Saskatchewan,Total (house and land),33.5,,,
15812,1991-12-01,Saskatchewan,House only,33.5,,,
15813,1991-12-01,Saskatchewan,Land only,33.3,,,
15814,1991-12-01,Regina: Saskatchewan,Total (house and land),27.5,,,
15815,1991-12-01,Regina: Saskatchewan,House only,27.3,,,
15816,1991-12-01,Regina: Saskatchewan,Land only,28.2,,,
15817,1991-12-01,Saskatoon: Saskatchewan,Total (house and land),39.4,,,
15818,1991-12-01,Saskatoon: Saskatchewan,House only,40.4,,,
15819,1991-12-01,Saskatoon: Saskatchewan,Land only,37.3,,,
15820,1991-12-01,Alberta,Total (house and land),36.6,,,
15821,1991-12-01,Alberta,House only,36.3,,,
15822,1991-12-01,Alberta,Land only,38,,,
15823,1991-12-01,Calgary: Alberta,Total (house and land),32,,,
15824,1991-12-01,Calgary: Alberta,House only,31.3,,,
15825,1991-12-01,Calgary: Alberta,Land only,34.1,,,
15826,1991-12-01,Edmonton: Alberta,Total (house and land),45,,,
15827,1991-12-01,Edmonton: Alberta,House only,45.3,,,
15828,1991-12-01,Edmonton: Alberta,Land only,45.1,,,
15829,1991-12-01,British Columbia,Total (house and land),84.9,,,
15830,1991-12-01,British Columbia,House only,95.9,,,
15831,1991-12-01,British Columbia,Land only,72.4,,,
15832,1991-12-01,Kelowna: British Columbia,Total (house and land),0,,,
15833,1991-12-01,Kelowna: British Columbia,House only,0,,,
15834,1991-12-01,Kelowna: British Columbia,Land only,0,,,
15835,1991-12-01,Vancouver: British Columbia,Total (house and land),82.4,,,
15836,1991-12-01,Vancouver: British Columbia,House only,90.7,,,
